Season,Round,Championship Position,DriverID,FirstName,FamilyName,Nationality,Points
2010,8,20,chandhok,Karun,Chandhok,Indian,0
2010,8,21,grassi,Lucas,di Grassi,Brazilian,0
2010,8,22,trulli,Jarno,Trulli,Italian,0
2010,8,23,bruno_senna,Bruno,Senna,Brazilian,0
2010,8,24,glock,Timo,Glock,German,0
2010,6,1,webber,Mark,Webber,Australian,78
2010,6,2,vettel,Sebastian,Vettel,German,78
2010,6,3,alonso,Fernando,Alonso,Spanish,75
2010,6,4,button,Jenson,Button,British,70
2010,6,5,massa,Felipe,Massa,Brazilian,61
2010,6,6,kubica,Robert,Kubica,Polish,59
2010,6,7,hamilton,Lewis,Hamilton,British,59
2010,6,8,rosberg,Nico,Rosberg,German,56
2010,6,9,michael_schumacher,Michael,Schumacher,German,22
2010,6,10,sutil,Adrian,Sutil,German,20
2010,6,11,liuzzi,Vitantonio,Liuzzi,Italian,10
2010,6,12,barrichello,Rubens,Barrichello,Brazilian,7
2010,6,13,petrov,Vitaly,Petrov,Russian,6
2010,6,14,alguersuari,Jaime,Alguersuari,Spanish,3
2010,6,15,buemi,Sébastien,Buemi,Swiss,1
2010,6,16,hulkenberg,Nico,Hülkenberg,German,1
2010,6,17,rosa,Pedro,de la Rosa,Spanish,0
2010,6,18,kobayashi,Kamui,Kobayashi,Japanese,0
2010,6,19,kovalainen,Heikki,Kovalainen,Finnish,0
2010,6,20,chandhok,Karun,Chandhok,Indian,0
2010,6,21,grassi,Lucas,di Grassi,Brazilian,0
2010,6,22,trulli,Jarno,Trulli,Italian,0
2010,6,23,bruno_senna,Bruno,Senna,Brazilian,0
2010,6,24,glock,Timo,Glock,German,0
2010,1,1,alonso,Fernando,Alonso,Spanish,25
2010,1,2,massa,Felipe,Massa,Brazilian,18
2010,1,3,hamilton,Lewis,Hamilton,British,15
2010,1,4,vettel,Sebastian,Vettel,German,12
2010,1,5,rosberg,Nico,Rosberg,German,10
2010,1,6,michael_schumacher,Michael,Schumacher,German,8
2010,1,7,button,Jenson,Button,British,6
2010,1,8,webber,Mark,Webber,Australian,4
2010,1,9,liuzzi,Vitantonio,Liuzzi,Italian,2
2010,1,10,barrichello,Rubens,Barrichello,Brazilian,1
2010,1,11,kubica,Robert,Kubica,Polish,0
2010,1,12,sutil,Adrian,Sutil,German,0
2010,1,13,alguersuari,Jaime,Alguersuari,Spanish,0
2010,1,14,hulkenberg,Nico,Hülkenberg,German,0
2010,1,15,kovalainen,Heikki,Kovalainen,Finnish,0
2010,1,16,buemi,Sébastien,Buemi,Swiss,0
2010,1,17,trulli,Jarno,Trulli,Italian,0
2010,1,18,rosa,Pedro,de la Rosa,Spanish,0
2010,1,19,bruno_senna,Bruno,Senna,Brazilian,0
2010,1,20,glock,Timo,Glock,German,0
2010,1,21,petrov,Vitaly,Petrov,Russian,0
2010,1,22,kobayashi,Kamui,Kobayashi,Japanese,0
2010,1,23,grassi,Lucas,di Grassi,Brazilian,0
2010,1,24,chandhok,Karun,Chandhok,Indian,0
2010,7,1,webber,Mark,Webber,Australian,93
2010,7,2,button,Jenson,Button,British,88
2010,7,3,hamilton,Lewis,Hamilton,British,84
2010,7,4,alonso,Fernando,Alonso,Spanish,79
2010,7,5,vettel,Sebastian,Vettel,German,78
2010,7,6,kubica,Robert,Kubica,Polish,67
2010,7,7,massa,Felipe,Massa,Brazilian,67
2010,7,8,rosberg,Nico,Rosberg,German,66
2010,7,9,michael_schumacher,Michael,Schumacher,German,34
2010,7,10,sutil,Adrian,Sutil,German,22
2010,7,11,liuzzi,Vitantonio,Liuzzi,Italian,10
2010,7,12,barrichello,Rubens,Barrichello,Brazilian,7
2010,7,13,petrov,Vitaly,Petrov,Russian,6
2010,7,14,alguersuari,Jaime,Alguersuari,Spanish,3
2010,7,15,buemi,Sébastien,Buemi,Swiss,1
2010,7,16,kobayashi,Kamui,Kobayashi,Japanese,1
2010,7,17,hulkenberg,Nico,Hülkenberg,German,1
2010,7,18,rosa,Pedro,de la Rosa,Spanish,0
2010,7,19,kovalainen,Heikki,Kovalainen,Finnish,0
2010,7,20,chandhok,Karun,Chandhok,Indian,0
2010,7,21,grassi,Lucas,di Grassi,Brazilian,0
2010,7,22,trulli,Jarno,Trulli,Italian,0
2010,7,23,bruno_senna,Bruno,Senna,Brazilian,0
2010,7,24,glock,Timo,Glock,German,0
2010,9,1,hamilton,Lewis,Hamilton,British,127
2010,9,2,button,Jenson,Button,British,121
2010,9,3,vettel,Sebastian,Vettel,German,115
2010,9,4,webber,Mark,Webber,Australian,103
2010,9,5,alonso,Fernando,Alonso,Spanish,98
2010,9,6,kubica,Robert,Kubica,Polish,83
2010,9,7,rosberg,Nico,Rosberg,German,75
2010,9,8,massa,Felipe,Massa,Brazilian,67
2010,9,9,michael_schumacher,Michael,Schumacher,German,34
2010,9,10,sutil,Adrian,Sutil,German,31
2010,9,11,barrichello,Rubens,Barrichello,Brazilian,19
2010,9,12,liuzzi,Vitantonio,Liuzzi,Italian,12
2010,9,13,kobayashi,Kamui,Kobayashi,Japanese,7
2010,9,14,buemi,Sébastien,Buemi,Swiss,7
2010,9,15,petrov,Vitaly,Petrov,Russian,6
2010,9,16,alguersuari,Jaime,Alguersuari,Spanish,3
2010,9,17,hulkenberg,Nico,Hülkenberg,German,1
2010,9,18,rosa,Pedro,de la Rosa,Spanish,0
2010,9,19,kovalainen,Heikki,Kovalainen,Finnish,0
2010,9,20,chandhok,Karun,Chandhok,Indian,0
2010,9,21,grassi,Lucas,di Grassi,Brazilian,0
2010,9,22,trulli,Jarno,Trulli,Italian,0
2010,9,23,bruno_senna,Bruno,Senna,Brazilian,0
2010,9,24,glock,Timo,Glock,German,0
2010,18,1,alonso,Fernando,Alonso,Spanish,246
2010,18,2,webber,Mark,Webber,Australian,238
2010,18,3,vettel,Sebastian,Vettel,German,231
2010,18,4,hamilton,Lewis,Hamilton,British,222
2010,18,5,button,Jenson,Button,British,199
2010,18,6,massa,Felipe,Massa,Brazilian,143
2010,18,7,rosberg,Nico,Rosberg,German,130
2010,18,8,kubica,Robert,Kubica,Polish,126
2010,18,9,michael_schumacher,Michael,Schumacher,German,72
2010,18,10,barrichello,Rubens,Barrichello,Brazilian,47
2010,18,11,sutil,Adrian,Sutil,German,47
2010,18,12,kobayashi,Kamui,Kobayashi,Japanese,32
2010,18,13,hulkenberg,Nico,Hülkenberg,German,22
2010,18,14,liuzzi,Vitantonio,Liuzzi,Italian,21
2010,18,15,petrov,Vitaly,Petrov,Russian,19
2010,18,16,buemi,Sébastien,Buemi,Swiss,8
2010,18,17,rosa,Pedro,de la Rosa,Spanish,6
2010,18,18,heidfeld,Nick,Heidfeld,German,6
2010,18,19,alguersuari,Jaime,Alguersuari,Spanish,3
2010,18,20,kovalainen,Heikki,Kovalainen,Finnish,0
2010,18,21,trulli,Jarno,Trulli,Italian,0
2010,18,22,chandhok,Karun,Chandhok,Indian,0
2010,18,23,bruno_senna,Bruno,Senna,Brazilian,0
2010,18,24,grassi,Lucas,di Grassi,Brazilian,0
2010,18,25,glock,Timo,Glock,German,0
2010,18,26,yamamoto,Sakon,Yamamoto,Japanese,0
2010,18,27,klien,Christian,Klien,Austrian,0
2010,11,1,hamilton,Lewis,Hamilton,British,157
2010,11,2,button,Jenson,Button,British,143
2010,11,3,webber,Mark,Webber,Australian,136
2010,11,4,vettel,Sebastian,Vettel,German,136
2010,11,5,alonso,Fernando,Alonso,Spanish,123
2010,11,6,rosberg,Nico,Rosberg,German,94
2010,11,7,kubica,Robert,Kubica,Polish,89
2010,11,8,massa,Felipe,Massa,Brazilian,85
2010,11,9,michael_schumacher,Michael,Schumacher,German,38
2010,11,10,sutil,Adrian,Sutil,German,35
2010,11,11,barrichello,Rubens,Barrichello,Brazilian,29
2010,11,12,kobayashi,Kamui,Kobayashi,Japanese,15
2010,11,13,liuzzi,Vitantonio,Liuzzi,Italian,12
2010,11,14,petrov,Vitaly,Petrov,Russian,7
2010,11,15,buemi,Sébastien,Buemi,Swiss,7
2010,11,16,alguersuari,Jaime,Alguersuari,Spanish,3
2010,11,17,hulkenberg,Nico,Hülkenberg,German,2
2010,11,18,rosa,Pedro,de la Rosa,Spanish,0
2010,11,19,kovalainen,Heikki,Kovalainen,Finnish,0
2010,11,20,chandhok,Karun,Chandhok,Indian,0
2010,11,21,grassi,Lucas,di Grassi,Brazilian,0
2010,11,22,trulli,Jarno,Trulli,Italian,0
2010,11,23,bruno_senna,Bruno,Senna,Brazilian,0
2010,11,24,glock,Timo,Glock,German,0
2010,11,25,yamamoto,Sakon,Yamamoto,Japanese,0
2010,16,1,webber,Mark,Webber,Australian,220
2010,16,2,alonso,Fernando,Alonso,Spanish,206
2010,16,3,vettel,Sebastian,Vettel,German,206
2010,16,4,hamilton,Lewis,Hamilton,British,192
2010,16,5,button,Jenson,Button,British,189
2010,16,6,massa,Felipe,Massa,Brazilian,128
2010,16,7,rosberg,Nico,Rosberg,German,122
2010,16,8,kubica,Robert,Kubica,Polish,114
2010,16,9,michael_schumacher,Michael,Schumacher,German,54
2010,16,10,sutil,Adrian,Sutil,German,47
2010,16,11,barrichello,Rubens,Barrichello,Brazilian,41
2010,16,12,kobayashi,Kamui,Kobayashi,Japanese,27
2010,16,13,petrov,Vitaly,Petrov,Russian,19
2010,16,14,hulkenberg,Nico,Hülkenberg,German,17
2010,16,15,liuzzi,Vitantonio,Liuzzi,Italian,13
2010,16,16,buemi,Sébastien,Buemi,Swiss,8
2010,16,17,rosa,Pedro,de la Rosa,Spanish,6
2010,16,18,heidfeld,Nick,Heidfeld,German,4
2010,16,19,alguersuari,Jaime,Alguersuari,Spanish,3
2010,16,20,kovalainen,Heikki,Kovalainen,Finnish,0
2010,16,21,trulli,Jarno,Trulli,Italian,0
2010,16,22,chandhok,Karun,Chandhok,Indian,0
2010,16,23,grassi,Lucas,di Grassi,Brazilian,0
2010,16,24,glock,Timo,Glock,German,0
2010,16,25,bruno_senna,Bruno,Senna,Brazilian,0
2010,16,26,yamamoto,Sakon,Yamamoto,Japanese,0
2010,16,27,klien,Christian,Klien,Austrian,0
2010,17,1,alonso,Fernando,Alonso,Spanish,231
2010,17,2,webber,Mark,Webber,Australian,220
2010,17,3,hamilton,Lewis,Hamilton,British,210
2010,17,4,vettel,Sebastian,Vettel,German,206
2010,17,5,button,Jenson,Button,British,189
2010,17,6,massa,Felipe,Massa,Brazilian,143
2010,17,7,kubica,Robert,Kubica,Polish,124
2010,17,8,rosberg,Nico,Rosberg,German,122
2010,17,9,michael_schumacher,Michael,Schumacher,German,66
2010,17,10,barrichello,Rubens,Barrichello,Brazilian,47
2010,17,11,sutil,Adrian,Sutil,German,47
2010,17,12,kobayashi,Kamui,Kobayashi,Japanese,31
2010,17,13,liuzzi,Vitantonio,Liuzzi,Italian,21
2010,17,14,petrov,Vitaly,Petrov,Russian,19
2010,17,15,hulkenberg,Nico,Hülkenberg,German,18
2010,17,16,buemi,Sébastien,Buemi,Swiss,8
2010,17,17,rosa,Pedro,de la Rosa,Spanish,6
2010,17,18,heidfeld,Nick,Heidfeld,German,6
2010,17,19,alguersuari,Jaime,Alguersuari,Spanish,3
2010,17,20,kovalainen,Heikki,Kovalainen,Finnish,0
2010,17,21,trulli,Jarno,Trulli,Italian,0
2010,17,22,chandhok,Karun,Chandhok,Indian,0
2010,17,23,bruno_senna,Bruno,Senna,Brazilian,0
2010,17,24,grassi,Lucas,di Grassi,Brazilian,0
2010,17,25,glock,Timo,Glock,German,0
2010,17,26,yamamoto,Sakon,Yamamoto,Japanese,0
2010,17,27,klien,Christian,Klien,Austrian,0
2010,10,1,hamilton,Lewis,Hamilton,British,145
2010,10,2,button,Jenson,Button,British,133
2010,10,3,webber,Mark,Webber,Australian,128
2010,10,4,vettel,Sebastian,Vettel,German,121
2010,10,5,alonso,Fernando,Alonso,Spanish,98
2010,10,6,rosberg,Nico,Rosberg,German,90
2010,10,7,kubica,Robert,Kubica,Polish,83
2010,10,8,massa,Felipe,Massa,Brazilian,67
2010,10,9,michael_schumacher,Michael,Schumacher,German,36
2010,10,10,sutil,Adrian,Sutil,German,35
2010,10,11,barrichello,Rubens,Barrichello,Brazilian,29
2010,10,12,kobayashi,Kamui,Kobayashi,Japanese,15
2010,10,13,liuzzi,Vitantonio,Liuzzi,Italian,12
2010,10,14,buemi,Sébastien,Buemi,Swiss,7
2010,10,15,petrov,Vitaly,Petrov,Russian,6
2010,10,16,alguersuari,Jaime,Alguersuari,Spanish,3
2010,10,17,hulkenberg,Nico,Hülkenberg,German,2
2010,10,18,rosa,Pedro,de la Rosa,Spanish,0
2010,10,19,kovalainen,Heikki,Kovalainen,Finnish,0
2010,10,20,chandhok,Karun,Chandhok,Indian,0
2010,10,21,grassi,Lucas,di Grassi,Brazilian,0
2010,10,22,trulli,Jarno,Trulli,Italian,0
2010,10,23,bruno_senna,Bruno,Senna,Brazilian,0
2010,10,24,glock,Timo,Glock,German,0
2010,10,25,yamamoto,Sakon,Yamamoto,Japanese,0
2010,19,1,vettel,Sebastian,Vettel,German,256
2010,19,2,alonso,Fernando,Alonso,Spanish,252
2010,19,3,webber,Mark,Webber,Australian,242
2010,19,4,hamilton,Lewis,Hamilton,British,240
2010,19,5,button,Jenson,Button,British,214
2010,19,6,massa,Felipe,Massa,Brazilian,144
2010,19,7,rosberg,Nico,Rosberg,German,142
2010,19,8,kubica,Robert,Kubica,Polish,136
2010,19,9,michael_schumacher,Michael,Schumacher,German,72
2010,19,10,barrichello,Rubens,Barrichello,Brazilian,47
2010,19,11,sutil,Adrian,Sutil,German,47
2010,19,12,kobayashi,Kamui,Kobayashi,Japanese,32
2010,19,13,petrov,Vitaly,Petrov,Russian,27
2010,19,14,hulkenberg,Nico,Hülkenberg,German,22
2010,19,15,liuzzi,Vitantonio,Liuzzi,Italian,21
2010,19,16,buemi,Sébastien,Buemi,Swiss,8
2010,19,17,rosa,Pedro,de la Rosa,Spanish,6
2010,19,18,heidfeld,Nick,Heidfeld,German,6
2010,19,19,alguersuari,Jaime,Alguersuari,Spanish,5
2010,19,20,kovalainen,Heikki,Kovalainen,Finnish,0
2010,19,21,trulli,Jarno,Trulli,Italian,0
2010,19,22,chandhok,Karun,Chandhok,Indian,0
2010,19,23,bruno_senna,Bruno,Senna,Brazilian,0
2010,19,24,grassi,Lucas,di Grassi,Brazilian,0
2010,19,25,glock,Timo,Glock,German,0
2010,19,26,yamamoto,Sakon,Yamamoto,Japanese,0
2010,19,27,klien,Christian,Klien,Austrian,0
2010,2,1,alonso,Fernando,Alonso,Spanish,37
2010,2,2,massa,Felipe,Massa,Brazilian,33
2010,2,3,button,Jenson,Button,British,31
2010,2,4,hamilton,Lewis,Hamilton,British,23
2010,2,5,rosberg,Nico,Rosberg,German,20
2010,2,6,kubica,Robert,Kubica,Polish,18
2010,2,7,vettel,Sebastian,Vettel,German,12
2010,2,8,michael_schumacher,Michael,Schumacher,German,9
2010,2,9,liuzzi,Vitantonio,Liuzzi,Italian,8
2010,2,10,webber,Mark,Webber,Australian,6
2010,2,11,barrichello,Rubens,Barrichello,Brazilian,5
2010,2,12,alguersuari,Jaime,Alguersuari,Spanish,0
2010,2,13,sutil,Adrian,Sutil,German,0
2010,2,14,rosa,Pedro,de la Rosa,Spanish,0
2010,2,15,kovalainen,Heikki,Kovalainen,Finnish,0
2010,2,16,chandhok,Karun,Chandhok,Indian,0
2010,2,17,hulkenberg,Nico,Hülkenberg,German,0
2010,2,18,buemi,Sébastien,Buemi,Swiss,0
2010,2,19,trulli,Jarno,Trulli,Italian,0
2010,2,20,bruno_senna,Bruno,Senna,Brazilian,0
2010,2,21,glock,Timo,Glock,German,0
2010,2,22,petrov,Vitaly,Petrov,Russian,0
2010,2,23,kobayashi,Kamui,Kobayashi,Japanese,0
2010,2,24,grassi,Lucas,di Grassi,Brazilian,0
2010,5,1,button,Jenson,Button,British,70
2010,5,2,alonso,Fernando,Alonso,Spanish,67
2010,5,3,vettel,Sebastian,Vettel,German,60
2010,5,4,webber,Mark,Webber,Australian,53
2010,5,5,rosberg,Nico,Rosberg,German,50
2010,5,6,hamilton,Lewis,Hamilton,British,49
2010,5,7,massa,Felipe,Massa,Brazilian,49
2010,5,8,kubica,Robert,Kubica,Polish,44
2010,5,9,michael_schumacher,Michael,Schumacher,German,22
2010,5,10,sutil,Adrian,Sutil,German,16
2010,5,11,liuzzi,Vitantonio,Liuzzi,Italian,8
2010,5,12,barrichello,Rubens,Barrichello,Brazilian,7
2010,5,13,petrov,Vitaly,Petrov,Russian,6
2010,5,14,alguersuari,Jaime,Alguersuari,Spanish,3
2010,5,15,hulkenberg,Nico,Hülkenberg,German,1
2010,5,16,buemi,Sébastien,Buemi,Swiss,0
2010,5,17,rosa,Pedro,de la Rosa,Spanish,0
2010,5,18,kobayashi,Kamui,Kobayashi,Japanese,0
2010,5,19,kovalainen,Heikki,Kovalainen,Finnish,0
2010,5,20,chandhok,Karun,Chandhok,Indian,0
2010,5,21,grassi,Lucas,di Grassi,Brazilian,0
2010,5,22,bruno_senna,Bruno,Senna,Brazilian,0
2010,5,23,trulli,Jarno,Trulli,Italian,0
2010,5,24,glock,Timo,Glock,German,0
2010,4,1,button,Jenson,Button,British,60
2010,4,2,rosberg,Nico,Rosberg,German,50
2010,4,3,alonso,Fernando,Alonso,Spanish,49
2010,4,4,hamilton,Lewis,Hamilton,British,49
2010,4,5,vettel,Sebastian,Vettel,German,45
2010,4,6,massa,Felipe,Massa,Brazilian,41
2010,4,7,kubica,Robert,Kubica,Polish,40
2010,4,8,webber,Mark,Webber,Australian,28
2010,4,9,sutil,Adrian,Sutil,German,10
2010,4,10,michael_schumacher,Michael,Schumacher,German,10
2010,4,11,liuzzi,Vitantonio,Liuzzi,Italian,8
2010,4,12,petrov,Vitaly,Petrov,Russian,6
2010,4,13,barrichello,Rubens,Barrichello,Brazilian,5
2010,4,14,alguersuari,Jaime,Alguersuari,Spanish,2
2010,4,15,hulkenberg,Nico,Hülkenberg,German,1
2010,4,16,buemi,Sébastien,Buemi,Swiss,0
2010,4,17,rosa,Pedro,de la Rosa,Spanish,0
2010,4,18,kovalainen,Heikki,Kovalainen,Finnish,0
2010,4,19,chandhok,Karun,Chandhok,Indian,0
2010,4,20,grassi,Lucas,di Grassi,Brazilian,0
2010,4,21,bruno_senna,Bruno,Senna,Brazilian,0
2010,4,22,trulli,Jarno,Trulli,Italian,0
2010,4,23,glock,Timo,Glock,German,0
2010,4,24,kobayashi,Kamui,Kobayashi,Japanese,0
2010,3,1,massa,Felipe,Massa,Brazilian,39
2010,3,2,alonso,Fernando,Alonso,Spanish,37
2010,3,3,vettel,Sebastian,Vettel,German,37
2010,3,4,button,Jenson,Button,British,35
2010,3,5,rosberg,Nico,Rosberg,German,35
2010,3,6,hamilton,Lewis,Hamilton,British,31
2010,3,7,kubica,Robert,Kubica,Polish,30
2010,3,8,webber,Mark,Webber,Australian,24
2010,3,9,sutil,Adrian,Sutil,German,10
2010,3,10,michael_schumacher,Michael,Schumacher,German,9
2010,3,11,liuzzi,Vitantonio,Liuzzi,Italian,8
2010,3,12,barrichello,Rubens,Barrichello,Brazilian,5
2010,3,13,alguersuari,Jaime,Alguersuari,Spanish,2
2010,3,14,hulkenberg,Nico,Hülkenberg,German,1
2010,3,15,buemi,Sébastien,Buemi,Swiss,0
2010,3,16,rosa,Pedro,de la Rosa,Spanish,0
2010,3,17,kovalainen,Heikki,Kovalainen,Finnish,0
2010,3,18,chandhok,Karun,Chandhok,Indian,0
2010,3,19,grassi,Lucas,di Grassi,Brazilian,0
2010,3,20,bruno_senna,Bruno,Senna,Brazilian,0
2010,3,21,trulli,Jarno,Trulli,Italian,0
2010,3,22,glock,Timo,Glock,German,0
2010,3,23,petrov,Vitaly,Petrov,Russian,0
2010,3,24,kobayashi,Kamui,Kobayashi,Japanese,0
2019,15,1,hamilton,Lewis,Hamilton,British,296
2019,15,2,bottas,Valtteri,Bottas,Finnish,231
2019,15,3,leclerc,Charles,Leclerc,Monegasque,200
2019,15,4,max_verstappen,Max,Verstappen,Dutch,200
2019,15,5,vettel,Sebastian,Vettel,German,194
2019,15,6,gasly,Pierre,Gasly,French,69
2019,15,7,sainz,Carlos,Sainz,Spanish,58
2019,15,8,albon,Alexander,Albon,Thai,42
2019,15,9,ricciardo,Daniel,Ricciardo,Australian,34
2019,15,10,kvyat,Daniil,Kvyat,Russian,33
2019,15,11,hulkenberg,Nico,Hülkenberg,German,33
2019,15,12,norris,Lando,Norris,British,31
2019,15,13,raikkonen,Kimi,Räikkönen,Finnish,31
2019,15,14,perez,Sergio,Pérez,Mexican,27
2019,15,15,stroll,Lance,Stroll,Canadian,19
2019,15,16,kevin_magnussen,Kevin,Magnussen,Danish,18
2019,15,17,grosjean,Romain,Grosjean,French,8
2019,15,18,giovinazzi,Antonio,Giovinazzi,Italian,4
2019,15,19,kubica,Robert,Kubica,Polish,1
2019,15,20,russell,George,Russell,British,0
2019,12,1,hamilton,Lewis,Hamilton,British,250
2019,12,2,bottas,Valtteri,Bottas,Finnish,188
2019,12,3,max_verstappen,Max,Verstappen,Dutch,181
2019,12,4,vettel,Sebastian,Vettel,German,156
2019,12,5,leclerc,Charles,Leclerc,Monegasque,132
2019,12,6,gasly,Pierre,Gasly,French,63
2019,12,7,sainz,Carlos,Sainz,Spanish,58
2019,12,8,raikkonen,Kimi,Räikkönen,Finnish,31
2019,12,9,kvyat,Daniil,Kvyat,Russian,27
2019,12,10,norris,Lando,Norris,British,24
2019,12,11,ricciardo,Daniel,Ricciardo,Australian,22
2019,12,12,stroll,Lance,Stroll,Canadian,18
2019,12,13,kevin_magnussen,Kevin,Magnussen,Danish,18
2019,12,14,hulkenberg,Nico,Hülkenberg,German,17
2019,12,15,albon,Alexander,Albon,Thai,16
2019,12,16,perez,Sergio,Pérez,Mexican,13
2019,12,17,grosjean,Romain,Grosjean,French,8
2019,12,18,giovinazzi,Antonio,Giovinazzi,Italian,1
2019,12,19,kubica,Robert,Kubica,Polish,1
2019,12,20,russell,George,Russell,British,0
2019,13,1,hamilton,Lewis,Hamilton,British,268
2019,13,2,bottas,Valtteri,Bottas,Finnish,203
2019,13,3,max_verstappen,Max,Verstappen,Dutch,181
2019,13,4,vettel,Sebastian,Vettel,German,169
2019,13,5,leclerc,Charles,Leclerc,Monegasque,157
2019,13,6,gasly,Pierre,Gasly,French,65
2019,13,7,sainz,Carlos,Sainz,Spanish,58
2019,13,8,kvyat,Daniil,Kvyat,Russian,33
2019,13,9,raikkonen,Kimi,Räikkönen,Finnish,31
2019,13,10,albon,Alexander,Albon,Thai,26
2019,13,11,norris,Lando,Norris,British,24
2019,13,12,ricciardo,Daniel,Ricciardo,Australian,22
2019,13,13,perez,Sergio,Pérez,Mexican,21
2019,13,14,hulkenberg,Nico,Hülkenberg,German,21
2019,13,15,stroll,Lance,Stroll,Canadian,19
2019,13,16,kevin_magnussen,Kevin,Magnussen,Danish,18
2019,13,17,grosjean,Romain,Grosjean,French,8
2019,13,18,giovinazzi,Antonio,Giovinazzi,Italian,1
2019,13,19,kubica,Robert,Kubica,Polish,1
2019,13,20,russell,George,Russell,British,0
2019,14,1,hamilton,Lewis,Hamilton,British,284
2019,14,2,bottas,Valtteri,Bottas,Finnish,221
2019,14,3,max_verstappen,Max,Verstappen,Dutch,185
2019,14,4,leclerc,Charles,Leclerc,Monegasque,182
2019,14,5,vettel,Sebastian,Vettel,German,169
2019,14,6,gasly,Pierre,Gasly,French,65
2019,14,7,sainz,Carlos,Sainz,Spanish,58
2019,14,8,ricciardo,Daniel,Ricciardo,Australian,34
2019,14,9,albon,Alexander,Albon,Thai,34
2019,14,10,kvyat,Daniil,Kvyat,Russian,33
2019,14,11,hulkenberg,Nico,Hülkenberg,German,31
2019,14,12,raikkonen,Kimi,Räikkönen,Finnish,31
2019,14,13,perez,Sergio,Pérez,Mexican,27
2019,14,14,norris,Lando,Norris,British,25
2019,14,15,stroll,Lance,Stroll,Canadian,19
2019,14,16,kevin_magnussen,Kevin,Magnussen,Danish,18
2019,14,17,grosjean,Romain,Grosjean,French,8
2019,14,18,giovinazzi,Antonio,Giovinazzi,Italian,3
2019,14,19,kubica,Robert,Kubica,Polish,1
2019,14,20,russell,George,Russell,British,0
2019,8,1,hamilton,Lewis,Hamilton,British,187
2019,8,2,bottas,Valtteri,Bottas,Finnish,151
2019,8,3,vettel,Sebastian,Vettel,German,111
2019,8,4,max_verstappen,Max,Verstappen,Dutch,100
2019,8,5,leclerc,Charles,Leclerc,Monegasque,87
2019,8,6,gasly,Pierre,Gasly,French,37
2019,8,7,sainz,Carlos,Sainz,Spanish,26
2019,8,8,raikkonen,Kimi,Räikkönen,Finnish,19
2019,8,9,ricciardo,Daniel,Ricciardo,Australian,16
2019,8,10,hulkenberg,Nico,Hülkenberg,German,16
2019,8,11,kevin_magnussen,Kevin,Magnussen,Danish,14
2019,8,12,norris,Lando,Norris,British,14
2019,8,13,perez,Sergio,Pérez,Mexican,13
2019,8,14,kvyat,Daniil,Kvyat,Russian,10
2019,8,15,albon,Alexander,Albon,Thai,7
2019,8,16,stroll,Lance,Stroll,Canadian,6
2019,8,17,grosjean,Romain,Grosjean,French,2
2019,8,18,giovinazzi,Antonio,Giovinazzi,Italian,0
2019,8,19,russell,George,Russell,British,0
2019,8,20,kubica,Robert,Kubica,Polish,0
2019,6,1,hamilton,Lewis,Hamilton,British,137
2019,6,2,bottas,Valtteri,Bottas,Finnish,120
2019,6,3,vettel,Sebastian,Vettel,German,82
2019,6,4,max_verstappen,Max,Verstappen,Dutch,78
2019,6,5,leclerc,Charles,Leclerc,Monegasque,57
2019,6,6,gasly,Pierre,Gasly,French,32
2019,6,7,sainz,Carlos,Sainz,Spanish,18
2019,6,8,kevin_magnussen,Kevin,Magnussen,Danish,14
2019,6,9,perez,Sergio,Pérez,Mexican,13
2019,6,10,raikkonen,Kimi,Räikkönen,Finnish,13
2019,6,11,norris,Lando,Norris,British,12
2019,6,12,kvyat,Daniil,Kvyat,Russian,9
2019,6,13,ricciardo,Daniel,Ricciardo,Australian,8
2019,6,14,albon,Alexander,Albon,Thai,7
2019,6,15,hulkenberg,Nico,Hülkenberg,German,6
2019,6,16,stroll,Lance,Stroll,Canadian,4
2019,6,17,grosjean,Romain,Grosjean,French,2
2019,6,18,giovinazzi,Antonio,Giovinazzi,Italian,0
2019,6,19,russell,George,Russell,British,0
2019,6,20,kubica,Robert,Kubica,Polish,0
2019,1,1,bottas,Valtteri,Bottas,Finnish,26
2019,1,2,hamilton,Lewis,Hamilton,British,18
2019,1,3,max_verstappen,Max,Verstappen,Dutch,15
2019,1,4,vettel,Sebastian,Vettel,German,12
2019,1,5,leclerc,Charles,Leclerc,Monegasque,10
2019,1,6,kevin_magnussen,Kevin,Magnussen,Danish,8
2019,1,7,hulkenberg,Nico,Hülkenberg,German,6
2019,1,8,raikkonen,Kimi,Räikkönen,Finnish,4
2019,1,9,stroll,Lance,Stroll,Canadian,2
2019,1,10,kvyat,Daniil,Kvyat,Russian,1
2019,1,11,gasly,Pierre,Gasly,French,0
2019,1,12,norris,Lando,Norris,British,0
2019,1,13,perez,Sergio,Pérez,Mexican,0
2019,1,14,albon,Alexander,Albon,Thai,0
2019,1,15,giovinazzi,Antonio,Giovinazzi,Italian,0
2019,1,16,russell,George,Russell,British,0
2019,1,17,kubica,Robert,Kubica,Polish,0
2019,1,18,grosjean,Romain,Grosjean,French,0
2019,1,19,ricciardo,Daniel,Ricciardo,Australian,0
2019,1,20,sainz,Carlos,Sainz,Spanish,0
2019,7,1,hamilton,Lewis,Hamilton,British,162
2019,7,2,bottas,Valtteri,Bottas,Finnish,133
2019,7,3,vettel,Sebastian,Vettel,German,100
